,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
5287,2012001466281,102,1045360,1056030,14,4,1,1.0,,1.0,3.0,3.0,2.0,,90.0,2.0,2.0,30.0,1.0,,,,,,,1.0,6.0,2.0,1100.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,4.0,2.0,6.0,,,,1220.0,14.0,1.0,7.0,103000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
5288,2012001466523,101,1045360,1056030,12,2,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,130.0,2.0,2.0,110.0,1.0,1900.0,,1.0,1500.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,100.0,1.0,1.0,1.0,1.0,,500000.0,2.0,430.0,1.0,,,,,,1.0,7.0,149300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1876.0,2.0,0.0,1.0,62.0,,,
5290,2012001467228,300,1045360,1056030,15,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,170.0,2.0,2.0,150.0,1.0,1000.0,,1.0,1800.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,230000.0,2.0,1300.0,2.0,8.0,22000.0,3.0,,,1.0,3.0,22000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,101.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2228.0,3.0,0.0,1.0,47.0,0.0,15.0,15.0
5291,2012001467688,102,1045360,1056030,64,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,30.0,4.0,1100.0,,1.0,1200.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,210000.0,1.0,200.0,4.0,,,,,,1.0,6.0,55000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1377.0,3.0,0.0,1.0,52.0,,,
5292,2012001467946,104,1045360,1056030,19,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,1500.0,3.0,1.0,700.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,220000.0,2.0,360.0,2.0,1.0,29900.0,4.0,,,3.0,1.0,29900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1635.0,3.0,0.0,1.0,52.0,2.0,5.0,1.0
5293,2012001468375,300,1045360,1056030,55,1,1,1.0,,1.0,2.0,2.0,2.0,,70.0,2.0,2000.0,3.0,4.0,,,,,,,1.0,5.0,2.0,1400.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,300.0,3.0,,,,1662.0,50.0,1.0,6.0,40000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,
5294,2012001468785,101,1045360,1056030,13,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,150.0,1.0,1200.0,,2.0,390.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,760.0,1.0,1.0,1.0,1.0,,180000.0,2.0,500.0,3.0,8.0,56900.0,4.0,,,1.0,3.0,56900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1790.0,2.0,0.0,1.0,43.0,0.0,15.0,15.0
5296,2012001470265,300,1045360,1056030,67,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,120.0,2.0,1500.0,3.0,4.0,1700.0,,1.0,2500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,345000.0,3.0,350.0,7.0,7.0,121500.0,4.0,,,1.0,3.0,121500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2774.0,3.0,0.0,1.0,62.0,3.0,13.0,13.0
5297,2012001470820,400,1045360,1056030,23,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
5301,2012001471702,400,1045360,1056030,10,2,1,3.0,1.0,1.0,2.0,3.0,2.0,160.0,60.0,2.0,2.0,30.0,1.0,1100.0,,2.0,1900.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,375000.0,2.0,300.0,8.0,2.0,88000.0,4.0,,,1.0,1.0,88000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2267.0,3.0,0.0,0.0,64.0,1.0,6.0,3.0
5302,2012001472393,104,1045360,1056030,57,1,1,1.0,,1.0,2.0,2.0,2.0,,40.0,2.0,2.0,100.0,1.0,,,,,,,1.0,4.0,2.0,880.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,5.0,,,,1020.0,10.0,1.0,4.0,117000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,
5303,2012001472905,400,1045360,1056030,16,4,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,90.0,2.0,2.0,210.0,1.0,240.0,,2.0,250.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,400.0,1.0,1.0,1.0,1.0,,3300.0,2.0,320.0,5.0,1.0,144000.0,2.0,,,1.0,1.0,144000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1012.0,4.0,0.0,1.0,5.0,2.0,1.0,1.0
5304,2012001473763,104,1045360,1056030,23,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,200.0,2.0,1800.0,200.0,1.0,990.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,154000.0,2.0,400.0,2.0,3.0,30160.0,4.0,,,1.0,1.0,30160.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1083.0,,0.0,1.0,62.0,0.0,9.0,8.0
5307,2012001474382,400,1045360,1056030,26,0,1,1.0,,1.0,5.0,2.0,2.0,,,,,,,,,,,,,1.0,8.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
5308,2012001474413,103,1045360,1056030,12,5,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,3500.0,3.0,4.0,1200.0,,1.0,1500.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,170000.0,1.0,370.0,1.0,1.0,123400.0,2.0,,,1.0,1.0,123400.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,2.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1923.0,3.0,0.0,1.0,32.0,3.0,2.0,1.0
5309,2012001474513,300,1045360,1056030,16,3,1,1.0,,1.0,2.0,2.0,2.0,,100.0,2.0,2300.0,3.0,4.0,,,,,,,1.0,5.0,2.0,400.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,420.0,3.0,2.0,59140.0,2.0,727.0,15.0,1.0,1.0,59140.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,2.0,2.0,3.0
5310,2012001475037,300,1045360,1056030,35,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,4.0,214000.0,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,1.0,,,,
5311,2012001475218,300,1045360,1056030,15,5,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,460.0,2.0,2.0,80.0,1.0,6600.0,,,,,3.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,750000.0,2.0,390.0,4.0,2.0,90000.0,3.0,,,1.0,1.0,90000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,3.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2123.0,,0.0,1.0,68.0,1.0,3.0,3.0
5315,2012001476278,102,1045360,1056030,11,2,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,70.0,2.0,200.0,3.0,4.0,1200.0,,1.0,1600.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,480000.0,2.0,2.0,8.0,7.0,92100.0,4.0,,,1.0,3.0,92100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1687.0,3.0,0.0,1.0,63.0,2.0,13.0,13.0
5316,2012001476608,104,1045360,1056030,18,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,60.0,2.0,2400.0,3.0,4.0,1200.0,,2.0,700.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,190000.0,2.0,680.0,2.0,1.0,102000.0,4.0,,,1.0,1.0,102000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1417.0,3.0,0.0,1.0,48.0,2.0,1.0,1.0
5317,2012001477131,300,1045360,1056030,18,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,40.0,1.0,100.0,,2.0,1300.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,400000.0,2.0,300.0,7.0,1.0,164000.0,2.0,,,1.0,1.0,164000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1930.0,3.0,0.0,1.0,63.0,2.0,4.0,1.0
5318,2012001477223,400,1045360,1056030,11,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,20.0,2.0,2.0,3.0,2.0,1500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,230000.0,1.0,2.0,3.0,,,,,,1.0,4.0,47700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,337.0,,0.0,1.0,35.0,,,
5320,2012001478811,102,1045360,1056030,27,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,160.0,2.0,2000.0,3.0,4.0,880.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,100.0,1.0,1.0,1.0,1.0,,300000.0,2.0,400.0,5.0,1.0,79700.0,4.0,,,1.0,1.0,79700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1860.0,2.0,0.0,1.0,55.0,2.0,5.0,1.0
5321,2012001478967,103,1045360,1056030,40,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,2.0,10.0,4.0,1500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,125000.0,0.0,50.0,1.0,,,,,,1.0,6.0,14000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,252.0,,0.0,1.0,22.0,,,
5322,2012001479336,400,1045360,1056030,10,2,1,3.0,1.0,1.0,5.0,2.0,2.0,0.0,150.0,2.0,4500.0,3.0,4.0,6600.0,,2.0,150.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,2466000.0,3.0,2.0,4.0,4.0,450000.0,4.0,,,1.0,1.0,450000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2917.0,3.0,0.0,0.0,68.0,0.0,9.0,9.0
5323,2012001479617,104,1045360,1056030,12,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,50.0,2.0,2.0,90.0,1.0,1500.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,160000.0,3.0,400.0,4.0,1.0,33800.0,4.0,,,3.0,1.0,33800.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,523.0,,0.0,1.0,39.0,2.0,5.0,1.0
5324,2012001479675,201,1045360,1056030,16,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,130.0,2.0,2.0,100.0,1.0,2300.0,,1.0,1600.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,117000.0,1.0,550.0,1.0,7.0,35000.0,1.0,,,1.0,3.0,35000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,64.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1876.0,3.0,0.0,1.0,36.0,1.0,14.0,13.0
5326,2012001479861,101,1045360,1056030,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,1200.0,20.0,1.0,1200.0,,2.0,1200.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,250.0,1.0,1.0,1.0,1.0,,125000.0,2.0,1200.0,1.0,1.0,141000.0,4.0,,,1.0,1.0,141000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1870.0,1.0,0.0,1.0,36.0,2.0,1.0,1.0
5329,2012001481262,103,1045360,1056030,21,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,120.0,1.0,0.0,,2.0,1200.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,600.0,1.0,1.0,1.0,1.0,,325000.0,1.0,300.0,1.0,1.0,240000.0,3.0,,,3.0,1.0,240000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2005.0,1.0,0.0,1.0,54.0,2.0,4.0,1.0
5330,2012001481296,300,1045360,1056030,22,6,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,600.0,3.0,8.0,1100.0,,2.0,1100.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,50.0,1.0,1.0,1.0,1.0,,180000.0,3.0,360.0,2.0,3.0,51000.0,3.0,,,1.0,1.0,51000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,6.0,0.0,0.0,4.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1722.0,2.0,0.0,1.0,42.0,1.0,3.0,7.0
5331,2012001481333,300,1045360,1056030,28,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,300.0,2.0,3200.0,3.0,4.0,2500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,678000.0,1.0,280.0,8.0,4.0,64950.0,4.0,,,1.0,1.0,64950.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1581.0,,0.0,1.0,67.0,0.0,9.0,9.0
5333,2012001481783,400,1045360,1056030,14,2,1,1.0,,1.0,8.0,2.0,2.0,0.0,150.0,2.0,5700.0,50.0,4.0,6600.0,,1.0,2900.0,1.0,1.0,1.0,16.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,700000.0,2.0,70.0,1.0,1.0,136000.0,4.0,,,1.0,1.0,136000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3581.0,3.0,0.0,1.0,64.0,2.0,2.0,4.0
5334,2012001481847,201,1045360,1056030,15,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,180.0,2.0,2500.0,460.0,4.0,1300.0,,1.0,1400.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,2.0,2000.0,3.0,7.0,25400.0,2.0,,,2.0,3.0,25400.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,101.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2415.0,3.0,0.0,1.0,57.0,1.0,14.0,13.0
5335,2012001483392,400,1045360,1056030,38,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,250.0,2.0,2000.0,3.0,4.0,700.0,,1.0,1700.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,290000.0,1.0,200.0,3.0,7.0,31600.0,2.0,,,1.0,3.0,31600.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,2.0,81.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2134.0,3.0,0.0,1.0,52.0,1.0,14.0,13.0
5337,2012001483808,102,1045360,1056030,13,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,110.0,2.0,1400.0,130.0,1.0,1200.0,,2.0,1600.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,200.0,1.0,1.0,1.0,1.0,,150000.0,2.0,330.0,1.0,1.0,112000.0,2.0,,,1.0,1.0,112000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2285.0,2.0,0.0,1.0,42.0,2.0,1.0,1.0
5338,2012001484740,400,1045360,1056030,7,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,3.0,3.0,3400.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,2.0,200.0,3.0,,,,,,1.0,6.0,38050.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1400.0,,0.0,1.0,68.0,,,
5343,2012001485299,102,1045360,1056030,14,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,60.0,2.0,2.0,110.0,1.0,1400.0,,1.0,850.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,240.0,1.0,1.0,1.0,1.0,,136000.0,3.0,50.0,2.0,2.0,73000.0,4.0,,,1.0,1.0,73000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1264.0,2.0,0.0,1.0,43.0,2.0,3.0,3.0
5344,2012001485413,103,1045360,1056030,15,3,1,1.0,,1.0,2.0,3.0,2.0,0.0,110.0,1.0,2.0,200.0,1.0,1000.0,,1.0,1300.0,1.0,1.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,1.0,840.0,1.0,4.0,14100.0,4.0,,,2.0,1.0,14100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1680.0,3.0,0.0,1.0,42.0,0.0,9.0,9.0
5345,2012001485723,102,1045360,1056030,12,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,100.0,1.0,830.0,,1.0,1600.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,207000.0,3.0,230.0,7.0,1.0,205000.0,4.0,,,1.0,1.0,205000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1779.0,3.0,0.0,1.0,38.0,3.0,1.0,1.0
5346,2012001485975,104,1045360,1056030,12,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,180.0,2.0,2.0,130.0,1.0,1200.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,3.0,1500.0,8.0,1.0,125000.0,2.0,,,1.0,1.0,125000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1202.0,,0.0,1.0,66.0,2.0,1.0,1.0
5349,2012001486745,201,1045360,1056030,12,1,1,3.0,1.0,1.0,4.0,2.0,2.0,0.0,220.0,2.0,1600.0,3.0,4.0,1500.0,,,,,3.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,450000.0,2.0,2.0,4.0,,,,,,1.0,6.0,22600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,970.0,,0.0,0.0,63.0,,,
5350,2012001486797,201,1045360,1056030,11,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,260.0,2.0,2.0,40.0,1.0,960.0,,2.0,900.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,160000.0,0.0,1200.0,1.0,3.0,31400.0,2.0,,,1.0,1.0,31400.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,0.0,4.0,0.0,0.0,1.0,61.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1588.0,3.0,0.0,1.0,37.0,1.0,9.0,8.0
5351,2012001486867,101,1045360,1056030,14,1,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,60.0,2.0,1500.0,3.0,4.0,0.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,300000.0,2.0,2.0,5.0,,,,,,1.0,6.0,22300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,393.0,,0.0,1.0,37.0,,,
5353,2012001487547,300,1045360,1056030,25,2,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,100.0,2.0,2000.0,3.0,4.0,2500.0,,,,,3.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,1200000.0,2.0,110.0,6.0,4.0,19210.0,4.0,,,1.0,1.0,19210.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1634.0,,0.0,1.0,68.0,0.0,9.0,9.0
5355,2012001487990,201,1045360,1056030,16,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,80.0,2.0,1400.0,3.0,4.0,650.0,,2.0,1300.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,174000.0,2.0,520.0,4.0,1.0,111800.0,4.0,,,1.0,1.0,111800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1894.0,3.0,0.0,1.0,48.0,2.0,1.0,1.0
5356,2012001488211,101,1045360,1056030,14,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,200.0,2.0,2.0,70.0,1.0,500.0,,1.0,1300.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,3.0,1600.0,8.0,1.0,80000.0,4.0,,,1.0,1.0,80000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1703.0,3.0,0.0,1.0,45.0,2.0,2.0,1.0
5357,2012001488886,300,1045360,1056030,14,2,1,1.0,,1.0,8.0,2.0,2.0,0.0,40.0,2.0,300.0,90.0,4.0,1500.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,650000.0,2.0,2.0,3.0,4.0,81000.0,4.0,,,1.0,1.0,81000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,530.0,,0.0,1.0,42.0,0.0,9.0,9.0
5359,2012001489143,102,1045360,1056030,18,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,100.0,1.0,500.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,3.0,500.0,8.0,7.0,41000.0,4.0,,,3.0,3.0,41000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,519.0,,0.0,1.0,45.0,3.0,13.0,13.0
5361,2012001489393,201,1045360,1056030,24,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,150.0,2.0,2400.0,2.0,4.0,0.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,230000.0,2.0,1500.0,4.0,,,,,,3.0,5.0,75000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,642.0,,0.0,1.0,32.0,,,
